100	1276	100	142	100	1276	100	142
100	1276	100	142	99.843254	1276	100	142
90.51724	1276	88.02817	142	94.670845	1276	93.66197	142
98.824455	1276	95.77465	142	99.92163	1276	100	142
100	1276	100	142	98.19749	1276	97.88733	142
100	1276	100	142	99.608154	1276	98.591545	142
95.53292	1276	95.77465	142	100	1276	100	142
null	null	null	null	100	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	99.92163	1276	100	142
98.51097	1276	98.591545	142	98.58934	1276	100	142
79.31035	1276	79.57746	142	86.050156	1276	88.02817	142
99.843254	1276	100	142	99.92163	1276	97.88733	142
100	1276	100	142	99.608154	1276	100	142
93.181816	1276	92.253525	142	95.8464	1276	95.77465	142
100	1276	100	142	99.843254	1276	100	142
92.94671	1276	95.77465	142	88.949844	1276	90.84507	142
98.74608	1276	95.77465	142	97.25706	1276	94.366196	142
99.52978	1276	100	142	99.52978	1276	97.88733	142
99.843254	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	99.843254	1276	100	142
100	1276	100	142	99.843254	1276	100	142
99.92163	1276	100	142	99.92163	1276	100	142
100	1276	100	142	98.981186	1276	97.1831	142
97.25706	1276	95.07042	142	100	1276	100	142
87.14734	1276	83.09859	142	88.949844	1276	90.84507	142
88.793106	1276	84.50704	142	94.35737	1276	92.95775	142
100	1276	100	142	99.76489	1276	99.29578	142
96.081505	1276	95.07042	142	98.981186	1276	98.591545	142
99.92163	1276	99.29578	142	99.2163	1276	98.591545	142
82.52351	1276	73.23943	142	84.24765	1276	79.57746	142
100	1276	100	142	99.843254	1276	100	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	100	1276	100	142
80.64263	1276	80.985916	142	93.57367	1276	92.253525	142
100	1276	100	142	99.92163	1276	100	142
100	1276	100	142	99.843254	1276	100	142
100	1276	100	142	100	1276	100	142
90.59561	1276	89.43662	142	95.297806	1276	96.478874	142
88.55799	1276	88.73239	142	85.97179	1276	83.80282	142
100	1276	100	142	99.13793	1276	97.1831	142
100	1276	100	142	98.58934	1276	97.1831	142
100	1276	100	142	99.05956	1276	99.29578	142
86.28527	1276	81.69014	142	86.128525	1276	81.69014	142
100	1276	100	142	100	1276	100	142
99.68652	1276	100	142	99.76489	1276	98.591545	142
100	1276	100	142	98.27586	1276	96.478874	142
80.25078	1276	80.28169	142	89.49843	1276	91.54929	142
100	1276	100	142	100	1276	100	142
99.29467	1276	99.29578	142	100	1276	100	142
99.52978	1276	98.591545	142	99.37304	1276	97.1831	142
99.843254	1276	100	142	99.843254	1276	100	142
99.76489	1276	100	142	99.68652	1276	97.88733	142
100	1276	100	142	98.74608	1276	97.88733	142
84.639496	1276	83.09859	142	91.84953	1276	91.54929	142
99.76489	1276	100	142	99.92163	1276	100	142
100	1276	100	142	100	1276	99.29578	142
92.24138	1276	95.07042	142	100	1276	100	142
100	1276	100	142	98.58934	1276	97.88733	142
100	1276	100	142	100	1276	100	142
100	1276	100	142	99.76489	1276	99.29578	142
98.824455	1276	95.77465	142	98.27586	1276	95.77465	142
100	1276	100	142	99.843254	1276	100	142
99.92163	1276	99.29578	142	99.68652	1276	99.29578	142
98.74608	1276	95.77465	142	95.8464	1276	92.253525	142
100	1276	100	142	100	1276	100	142
97.17869	1276	96.478874	142	90.83072	1276	88.02817	142
94.43574	1276	95.77465	142	92.31975	1276	92.95775	142
97.17869	1276	96.478874	142	97.02194	1276	97.1831	142
92.94671	1276	95.77465	142	87.30408	1276	91.54929	142
92.24138	1276	86.61972	142	90.987465	1276	89.43662	142
100	1276	100	142	99.52978	1276	97.88733	142
99.92163	1276	99.29578	142	99.37304	1276	100	142
98.824455	1276	95.77465	142	98.19749	1276	95.07042	142
100	1276	100	142	97.57053	1276	95.07042	142
92.94671	1276	95.77465	142	91.61442	1276	95.07042	142
88.47963	1276	85.9155	142	96.6301	1276	93.66197	142
81.19122	1276	83.80282	142	87.14734	1276	84.50704	142
94.20063	1276	93.66197	142	95.61128	1276	92.95775	142
100	1276	100	142	100	1276	100	142
86.206894	1276	85.211266	142	94.43574	1276	92.95775	142
99.76489	1276	100	142	99.608154	1276	97.1831	142
100	1276	100	142	100	1276	100	142
91.45768	1276	91.54929	142	86.59875	1276	83.80282	142
99.92163	1276	99.29578	142	99.76489	1276	100	142
100	1276	100	142	99.13793	1276	97.88733	142
88.55799	1276	88.73239	142	85.97179	1276	83.80282	142
87.61755	1276	89.43662	142	87.30408	1276	86.61972	142
97.17869	1276	96.478874	142	96.94357	1276	95.77465	142
